Num_Count_Private,Alpha_Count_Private,Num_Count_Public,Alpha_Count_Public,Private_Key_length,Public_Key_length,Class_label
42,22,85,45,64,130,Bitcoin
36,28,84,46,64,130,Bitcoin
35,29,83,47,64,130,Bitcoin
44,20,81,49,64,130,Bitcoin
42,22,82,48,64,130,Bitcoin
36,28,87,43,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
47,17,79,51,64,130,Bitcoin
41,23,92,38,64,130,Bitcoin
54,10,77,53,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
41,23,75,55,64,130,Bitcoin
35,29,75,55,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
34,30,88,42,64,130,Bitcoin
40,24,83,47,64,130,Bitcoin
42,22,73,57,64,130,Bitcoin
42,22,87,43,64,130,Bitcoin
46,18,68,62,64,130,Bitcoin
35,29,84,46,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
44,20,89,41,64,130,Bitcoin
48,16,81,49,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
43,21,71,59,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
38,26,87,43,64,130,Bitcoin
38,26,74,56,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
39,25,83,47,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
44,20,75,55,64,130,Bitcoin
36,28,82,48,64,130,Bitcoin
50,14,81,49,64,130,Bitcoin
41,23,89,41,64,130,Bitcoin
37,27,87,43,64,130,Bitcoin
38,26,92,38,64,130,Bitcoin
35,29,83,47,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
38,26,86,44,64,130,Bitcoin
44,20,86,44,64,130,Bitcoin
35,29,83,47,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
49,15,77,53,64,130,Bitcoin
37,27,88,42,64,130,Bitcoin
39,25,82,48,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
36,28,84,46,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
41,23,74,56,64,130,Bitcoin
39,25,81,49,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
36,28,84,46,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
39,25,71,59,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
46,18,84,46,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
38,26,80,50,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
34,30,86,44,64,130,Bitcoin
46,18,80,50,64,130,Bitcoin
43,21,74,56,64,130,Bitcoin
41,23,85,45,64,130,Bitcoin
49,15,83,47,64,130,Bitcoin
29,35,83,47,64,130,Bitcoin
40,24,97,33,64,130,Bitcoin
43,21,81,49,64,130,Bitcoin
44,20,79,51,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
42,22,88,42,64,130,Bitcoin
38,26,83,47,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
38,26,87,43,64,130,Bitcoin
39,25,90,40,64,130,Bitcoin
40,24,83,47,64,130,Bitcoin
42,22,73,57,64,130,Bitcoin
37,27,81,49,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
48,16,83,47,64,130,Bitcoin
39,25,92,38,64,130,Bitcoin
36,28,78,52,64,130,Bitcoin
36,28,87,43,64,130,Bitcoin
46,18,78,52,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
40,24,83,47,64,130,Bitcoin
45,19,74,56,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
38,26,69,61,64,130,Bitcoin
34,30,89,41,64,130,Bitcoin
36,28,74,56,64,130,Bitcoin
37,27,89,41,64,130,Bitcoin
35,29,85,45,64,130,Bitcoin
38,26,80,50,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
42,22,82,48,64,130,Bitcoin
41,23,80,50,64,130,Bitcoin
36,28,75,55,64,130,Bitcoin
46,18,87,43,64,130,Bitcoin
39,25,81,49,64,130,Bitcoin
40,24,79,51,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
41,23,90,40,64,130,Bitcoin
37,27,82,48,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
34,30,75,55,64,130,Bitcoin
37,27,81,49,64,130,Bitcoin
34,30,81,49,64,130,Bitcoin
30,34,84,46,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
41,23,82,48,64,130,Bitcoin
37,27,81,49,64,130,Bitcoin
32,32,87,43,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
45,19,87,43,64,130,Bitcoin
35,29,80,50,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
37,27,76,54,64,130,Bitcoin
38,26,78,52,64,130,Bitcoin
43,21,90,40,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
38,26,74,56,64,130,Bitcoin
44,20,73,57,64,130,Bitcoin
38,26,79,51,64,130,Bitcoin
43,21,89,41,64,130,Bitcoin
40,24,89,41,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
41,23,85,45,64,130,Bitcoin
41,23,77,53,64,130,Bitcoin
47,17,86,44,64,130,Bitcoin
43,21,84,46,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
43,21,84,46,64,130,Bitcoin
37,27,72,58,64,130,Bitcoin
41,23,73,57,64,130,Bitcoin
47,17,84,46,64,130,Bitcoin
42,22,91,39,64,130,Bitcoin
42,22,69,61,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
39,25,81,49,64,130,Bitcoin
47,17,79,51,64,130,Bitcoin
45,19,79,51,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
37,27,88,42,64,130,Bitcoin
37,27,79,51,64,130,Bitcoin
51,13,84,46,64,130,Bitcoin
36,28,76,54,64,130,Bitcoin
44,20,79,51,64,130,Bitcoin
47,17,85,45,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
38,26,85,45,64,130,Bitcoin
39,25,86,44,64,130,Bitcoin
33,31,87,43,64,130,Bitcoin
44,20,78,52,64,130,Bitcoin
42,22,87,43,64,130,Bitcoin
48,16,91,39,64,130,Bitcoin
43,21,78,52,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
38,26,83,47,64,130,Bitcoin
32,32,85,45,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
35,29,80,50,64,130,Bitcoin
35,29,85,45,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
46,18,81,49,64,130,Bitcoin
47,17,78,52,64,130,Bitcoin
38,26,86,44,64,130,Bitcoin
31,33,74,56,64,130,Bitcoin
37,27,74,56,64,130,Bitcoin
38,26,78,52,64,130,Bitcoin
35,29,82,48,64,130,Bitcoin
36,28,85,45,64,130,Bitcoin
38,26,92,38,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
48,16,87,43,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
40,24,76,54,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
45,19,82,48,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
35,29,81,49,64,130,Bitcoin
46,18,81,49,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
40,24,79,51,64,130,Bitcoin
38,26,89,41,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
34,30,81,49,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
45,19,82,48,64,130,Bitcoin
32,32,79,51,64,130,Bitcoin
44,20,82,48,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
37,27,76,54,64,130,Bitcoin
41,23,68,62,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
41,23,85,45,64,130,Bitcoin
37,27,76,54,64,130,Bitcoin
35,29,87,43,64,130,Bitcoin
39,25,82,48,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
42,22,82,48,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
43,21,81,49,64,130,Bitcoin
32,32,83,47,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
39,25,83,47,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
41,23,82,48,64,130,Bitcoin
39,25,87,43,64,130,Bitcoin
42,22,85,45,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
43,21,94,36,64,130,Bitcoin
34,30,89,41,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
37,27,77,53,64,130,Bitcoin
47,17,86,44,64,130,Bitcoin
47,17,86,44,64,130,Bitcoin
44,20,83,47,64,130,Bitcoin
35,29,89,41,64,130,Bitcoin
45,19,91,39,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
35,29,81,49,64,130,Bitcoin
40,24,74,56,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
37,27,90,40,64,130,Bitcoin
39,25,76,54,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
40,24,77,53,64,130,Bitcoin
40,24,79,51,64,130,Bitcoin
36,28,77,53,64,130,Bitcoin
51,13,91,39,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
36,28,83,47,64,130,Bitcoin
42,22,81,49,64,130,Bitcoin
34,30,77,53,64,130,Bitcoin
31,33,76,54,64,130,Bitcoin
39,25,90,40,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
45,19,80,50,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
42,22,87,43,64,130,Bitcoin
34,30,86,44,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
36,28,76,54,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
48,16,72,58,64,130,Bitcoin
45,19,88,42,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
47,17,83,47,64,130,Bitcoin
44,20,87,43,64,130,Bitcoin
39,25,81,49,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
41,23,84,46,64,130,Bitcoin
36,28,88,42,64,130,Bitcoin
36,28,77,53,64,130,Bitcoin
43,21,87,43,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
43,21,90,40,64,130,Bitcoin
34,30,78,52,64,130,Bitcoin
32,32,80,50,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
40,24,77,53,64,130,Bitcoin
32,32,77,53,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
41,23,72,58,64,130,Bitcoin
41,23,74,56,64,130,Bitcoin
39,25,82,48,64,130,Bitcoin
44,20,70,60,64,130,Bitcoin
44,20,82,48,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
44,20,82,48,64,130,Bitcoin
38,26,84,46,64,130,Bitcoin
43,21,90,40,64,130,Bitcoin
39,25,74,56,64,130,Bitcoin
44,20,85,45,64,130,Bitcoin
43,21,75,55,64,130,Bitcoin
46,18,78,52,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
33,31,72,58,64,130,Bitcoin
31,33,72,58,64,130,Bitcoin
39,25,86,44,64,130,Bitcoin
44,20,86,44,64,130,Bitcoin
50,14,75,55,64,130,Bitcoin
36,28,76,54,64,130,Bitcoin
40,24,75,55,64,130,Bitcoin
46,18,73,57,64,130,Bitcoin
46,18,89,41,64,130,Bitcoin
38,26,80,50,64,130,Bitcoin
36,28,87,43,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
38,26,72,58,64,130,Bitcoin
39,25,92,38,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
34,30,88,42,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
36,28,73,57,64,130,Bitcoin
40,24,77,53,64,130,Bitcoin
35,29,88,42,64,130,Bitcoin
48,16,76,54,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
35,29,78,52,64,130,Bitcoin
37,27,77,53,64,130,Bitcoin
37,27,76,54,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
38,26,94,36,64,130,Bitcoin
44,20,91,39,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
42,22,82,48,64,130,Bitcoin
45,19,82,48,64,130,Bitcoin
37,27,80,50,64,130,Bitcoin
45,19,74,56,64,130,Bitcoin
45,19,94,36,64,130,Bitcoin
36,28,78,52,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
49,15,80,50,64,130,Bitcoin
41,23,74,56,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
40,24,75,55,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
40,24,68,62,64,130,Bitcoin
42,22,88,42,64,130,Bitcoin
40,24,77,53,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
42,22,81,49,64,130,Bitcoin
40,24,69,61,64,130,Bitcoin
36,28,82,48,64,130,Bitcoin
42,22,92,38,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
48,16,84,46,64,130,Bitcoin
40,24,78,52,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
45,19,79,51,64,130,Bitcoin
45,19,93,37,64,130,Bitcoin
40,24,83,47,64,130,Bitcoin
42,22,74,56,64,130,Bitcoin
41,23,84,46,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
33,31,81,49,64,130,Bitcoin
47,17,76,54,64,130,Bitcoin
42,22,84,46,64,130,Bitcoin
44,20,76,54,64,130,Bitcoin
36,28,71,59,64,130,Bitcoin
45,19,86,44,64,130,Bitcoin
41,23,88,42,64,130,Bitcoin
34,30,79,51,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
40,24,86,44,64,130,Bitcoin
44,20,78,52,64,130,Bitcoin
40,24,91,39,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
45,19,72,58,64,130,Bitcoin
40,24,77,53,64,130,Bitcoin
36,28,74,56,64,130,Bitcoin
34,30,85,45,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
43,21,89,41,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
39,25,88,42,64,130,Bitcoin
45,19,87,43,64,130,Bitcoin
41,23,71,59,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
34,30,79,51,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
38,26,83,47,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
43,21,81,49,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
32,32,80,50,64,130,Bitcoin
31,33,76,54,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
41,23,84,46,64,130,Bitcoin
45,19,74,56,64,130,Bitcoin
42,22,89,41,64,130,Bitcoin
42,22,94,36,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
38,26,79,51,64,130,Bitcoin
42,22,73,57,64,130,Bitcoin
38,26,81,49,64,130,Bitcoin
32,32,83,47,64,130,Bitcoin
41,23,84,46,64,130,Bitcoin
44,20,83,47,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
40,24,87,43,64,130,Bitcoin
33,31,83,47,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
49,15,81,49,64,130,Bitcoin
39,25,66,64,64,130,Bitcoin
38,26,72,58,64,130,Bitcoin
33,31,93,37,64,130,Bitcoin
46,18,90,40,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
37,27,70,60,64,130,Bitcoin
34,30,75,55,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
37,27,77,53,64,130,Bitcoin
45,19,88,42,64,130,Bitcoin
44,20,75,55,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
36,28,87,43,64,130,Bitcoin
43,21,78,52,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
45,19,78,52,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
45,19,90,40,64,130,Bitcoin
47,17,81,49,64,130,Bitcoin
40,24,75,55,64,130,Bitcoin
35,29,79,51,64,130,Bitcoin
39,25,83,47,64,130,Bitcoin
38,26,83,47,64,130,Bitcoin
40,24,88,42,64,130,Bitcoin
45,19,83,47,64,130,Bitcoin
37,27,81,49,64,130,Bitcoin
42,22,86,44,64,130,Bitcoin
41,23,85,45,64,130,Bitcoin
39,25,87,43,64,130,Bitcoin
44,20,75,55,64,130,Bitcoin
38,26,78,52,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
37,27,80,50,64,130,Bitcoin
34,30,85,45,64,130,Bitcoin
40,24,92,38,64,130,Bitcoin
35,29,87,43,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
37,27,88,42,64,130,Bitcoin
34,30,84,46,64,130,Bitcoin
43,21,76,54,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
34,30,76,54,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
37,27,76,54,64,130,Bitcoin
31,33,81,49,64,130,Bitcoin
48,16,90,40,64,130,Bitcoin
42,22,73,57,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
43,21,81,49,64,130,Bitcoin
44,20,76,54,64,130,Bitcoin
39,25,83,47,64,130,Bitcoin
38,26,74,56,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
42,22,81,49,64,130,Bitcoin
41,23,79,51,64,130,Bitcoin
37,27,82,48,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
41,23,82,48,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
43,21,68,62,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
36,28,86,44,64,130,Bitcoin
32,32,84,46,64,130,Bitcoin
37,27,82,48,64,130,Bitcoin
35,29,87,43,64,130,Bitcoin
41,23,93,37,64,130,Bitcoin
45,19,75,55,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
38,26,73,57,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
37,27,90,40,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
39,25,86,44,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
45,19,81,49,64,130,Bitcoin
45,19,81,49,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
35,29,86,44,64,130,Bitcoin
40,24,74,56,64,130,Bitcoin
36,28,74,56,64,130,Bitcoin
42,22,93,37,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
40,24,71,59,64,130,Bitcoin
39,25,90,40,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
38,26,87,43,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
45,19,81,49,64,130,Bitcoin
43,21,75,55,64,130,Bitcoin
41,23,94,36,64,130,Bitcoin
37,27,80,50,64,130,Bitcoin
41,23,80,50,64,130,Bitcoin
46,18,88,42,64,130,Bitcoin
33,31,84,46,64,130,Bitcoin
32,32,84,46,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
36,28,90,40,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
40,24,83,47,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
46,18,82,48,64,130,Bitcoin
41,23,98,32,64,130,Bitcoin
47,17,85,45,64,130,Bitcoin
36,28,84,46,64,130,Bitcoin
40,24,86,44,64,130,Bitcoin
38,26,85,45,64,130,Bitcoin
41,23,71,59,64,130,Bitcoin
39,25,76,54,64,130,Bitcoin
38,26,75,55,64,130,Bitcoin
35,29,82,48,64,130,Bitcoin
44,20,80,50,64,130,Bitcoin
47,17,71,59,64,130,Bitcoin
41,23,91,39,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
42,22,75,55,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
38,26,76,54,64,130,Bitcoin
44,20,79,51,64,130,Bitcoin
46,18,78,52,64,130,Bitcoin
42,22,86,44,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
44,20,81,49,64,130,Bitcoin
37,27,81,49,64,130,Bitcoin
42,22,85,45,64,130,Bitcoin
44,20,81,49,64,130,Bitcoin
35,29,91,39,64,130,Bitcoin
46,18,86,44,64,130,Bitcoin
33,31,82,48,64,130,Bitcoin
37,27,78,52,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
35,29,81,49,64,130,Bitcoin
40,24,86,44,64,130,Bitcoin
43,21,86,44,64,130,Bitcoin
48,16,74,56,64,130,Bitcoin
46,18,83,47,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
51,13,82,48,64,130,Bitcoin
34,30,72,58,64,130,Bitcoin
37,27,89,41,64,130,Bitcoin
31,33,75,55,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
44,20,75,55,64,130,Bitcoin
42,22,86,44,64,130,Bitcoin
42,22,82,48,64,130,Bitcoin
37,27,82,48,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
44,20,87,43,64,130,Bitcoin
44,20,81,49,64,130,Bitcoin
40,24,86,44,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
38,26,82,48,64,130,Bitcoin
36,28,82,48,64,130,Bitcoin
40,24,80,50,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
39,25,98,32,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
35,29,85,45,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
44,20,75,55,64,130,Bitcoin
42,22,77,53,64,130,Bitcoin
43,21,81,49,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
32,32,86,44,64,130,Bitcoin
39,25,94,36,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
44,20,85,45,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
44,20,79,51,64,130,Bitcoin
44,20,80,50,64,130,Bitcoin
40,24,87,43,64,130,Bitcoin
45,19,78,52,64,130,Bitcoin
39,25,84,46,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
47,17,84,46,64,130,Bitcoin
43,21,91,39,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
34,30,81,49,64,130,Bitcoin
34,30,81,49,64,130,Bitcoin
45,19,86,44,64,130,Bitcoin
35,29,86,44,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
